Name,Count,Yards,Declined,Offsetting,Home_Count,Away_Count,Off_Count,Def_Count,ST_Count,Week,Year
Delay of Kickoff,0,0,0,0,0,0,0,0,0,5,2020
Disqualification,1,15,0,0,0,1,0,1,0,5,2020
Encroachment,3,15,0,0,0,3,0,3,0,5,2020
Face Mask,0,0,0,0,0,0,0,0,0,5,2020
Face Mask (15 Yards),6,70,0,0,1,5,0,6,0,5,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,5,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,5,2020
False Start,24,120,0,0,10,14,23,0,1,5,2020
Horse Collar Tackle,1,9,0,0,1,0,0,1,0,5,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,5,2020
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,5,2020
Illegal Block Above the Waist,9,82,1,0,1,8,3,0,6,5,2020
Illegal Contact,3,15,2,0,0,3,0,3,0,5,2020
Illegal Crackback,0,0,0,0,0,0,0,0,0,5,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,5,2020
Illegal Double-Team Block,2,22,0,0,2,0,0,0,2,5,2020
Illegal Formation,1,5,0,0,0,1,1,0,0,5,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,5,2020
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,5,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,5,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,5,2020
Illegal Motion,0,0,0,0,0,0,0,0,0,5,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,5,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,5,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,5,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,5,2020
Illegal Shift,2,10,3,0,0,2,1,0,1,5,2020
Illegal Substitution,0,0,0,0,0,0,0,0,0,5,2020
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,5,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,5,2020
Illegal Use of Hands,0,0,0,0,0,0,0,0,0,5,2020
Illegal Wedge,0,0,0,0,0,0,0,0,0,5,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,5,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,5,2020
Ineligible Downfield Pass,2,10,2,0,1,1,2,0,0,5,2020
Intentional Grounding,1,0,0,0,0,1,1,0,0,5,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,5,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,5,2020
Kick Catch Interference,0,0,0,0,0,0,0,0,0,5,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,5,2020
Leaping,0,0,0,0,0,0,0,0,0,5,2020
Leverage,0,0,0,0,0,0,0,0,0,5,2020
Low Block,0,0,0,0,0,0,0,0,0,5,2020
Lowering the Head to Initiate Contact,1,15,0,0,0,1,0,1,0,5,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,5,2020
Neutral Zone Infraction,10,46,0,0,4,6,0,9,1,5,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,5,2020
Offensive Holding,33,328,3,2,16,17,27,0,6,5,2020
Offensive Offside,0,0,0,0,0,0,0,0,0,5,2020
Offensive Pass Interference,5,50,0,0,3,2,5,0,0,5,2020
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,5,2020
Offside on Free Kick,1,5,0,0,1,0,0,0,1,5,2020
Personal Foul,0,0,0,0,0,0,0,0,0,5,2020
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,5,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,5,2020
Roughing the Kicker,1,15,0,0,1,0,0,0,1,5,2020
Roughing the Passer,9,117,0,0,5,4,0,9,0,5,2020
Running Into the Kicker,0,0,1,0,0,0,0,0,0,5,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,5,2020
Taunting,0,0,0,0,0,0,0,0,0,5,2020
Tripping,0,0,0,0,0,0,0,0,0,5,2020
Unnecessary Roughness,8,103,0,1,2,6,1,7,0,5,2020
Unsportsmanlike Conduct,0,0,0,2,0,0,0,0,0,5,2020
Chop Block,1,12,0,0,0,1,1,0,0,6,2020
Clipping,0,0,0,0,0,0,0,0,0,6,2020
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,6,2020
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,6,2020
Defensive Holding,5,24,2,0,3,2,0,5,0,6,2020
Defensive Offside,7,35,4,0,3,4,0,6,1,6,2020
Defensive Pass Interference,19,322,1,0,6,13,0,19,0,6,2020
Defensive Too Many Men on Field,5,22,2,0,1,4,0,5,0,6,2020
Delay of Game,8,40,0,0,4,4,7,0,1,6,2020
Delay of Kickoff,0,0,0,0,0,0,0,0,0,6,2020
Disqualification,0,0,0,0,0,0,0,0,0,6,2020
Encroachment,1,5,0,0,0,1,0,1,0,6,2020
Face Mask,0,0,0,0,0,0,0,0,0,6,2020
Face Mask (15 Yards),4,60,0,0,0,4,0,3,1,6,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,6,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,6,2020
False Start,31,148,0,0,10,21,29,0,2,6,2020
Horse Collar Tackle,1,15,0,0,1,0,0,0,1,6,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,6,2020
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,6,2020
Illegal Block Above the Waist,2,20,0,0,1,1,2,0,0,6,2020
Illegal Contact,6,30,0,0,2,4,0,6,0,6,2020
Illegal Crackback,0,0,0,0,0,0,0,0,0,6,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,6,2020
Illegal Double-Team Block,1,10,0,0,1,0,0,0,1,6,2020
Illegal Formation,4,20,3,0,2,2,1,0,3,6,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,6,2020
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,6,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,6,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,6,2020
Illegal Motion,1,5,1,0,0,1,1,0,0,6,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,6,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,6,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,6,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,6,2020
Illegal Shift,0,0,0,0,0,0,0,0,0,6,2020
Illegal Substitution,0,0,0,0,0,0,0,0,0,6,2020
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,6,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,6,2020
Illegal Use of Hands,6,35,1,0,2,4,1,5,0,6,2020
Illegal Wedge,0,0,0,0,0,0,0,0,0,6,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,6,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,6,2020
Ineligible Downfield Pass,2,10,1,0,1,1,2,0,0,6,2020
Intentional Grounding,1,13,0,1,0,1,1,0,0,6,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,6,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,6,2020
Kick Catch Interference,1,15,0,0,0,1,0,0,1,6,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,6,2020
Leaping,0,0,0,0,0,0,0,0,0,6,2020
Leverage,0,0,0,0,0,0,0,0,0,6,2020
Low Block,0,0,0,0,0,0,0,0,0,6,2020
Lowering the Head to Initiate Contact,1,15,0,0,1,0,0,1,0,6,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,6,2020
Neutral Zone Infraction,5,22,0,0,3,2,0,5,0,6,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,6,2020
Offensive Holding,24,219,0,0,11,13,19,0,5,6,2020
Offensive Offside,1,5,1,0,0,1,0,0,1,6,2020
Offensive Pass Interference,6,60,0,0,3,3,6,0,0,6,2020
Offensive Too Many Men on Field,1,5,0,0,1,0,1,0,0,6,2020
Offside on Free Kick,0,0,0,0,0,0,0,0,0,6,2020
Personal Foul,0,0,0,0,0,0,0,0,0,6,2020
Player Out of Bounds on Kick,1,5,0,0,1,0,0,0,1,6,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,6,2020
Roughing the Kicker,0,0,0,0,0,0,0,0,0,6,2020
Roughing the Passer,5,50,0,0,2,3,0,5,0,6,2020
Running Into the Kicker,1,5,1,0,1,0,0,0,1,6,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,6,2020
Taunting,1,0,0,0,1,0,0,1,0,6,2020
Tripping,0,0,0,0,0,0,0,0,0,6,2020
Unnecessary Roughness,8,119,0,1,4,4,0,8,0,6,2020
Unsportsmanlike Conduct,0,0,0,0,0,0,0,0,0,6,2020
Chop Block,0,0,0,0,0,0,0,0,0,7,2020
Clipping,0,0,0,0,0,0,0,0,0,7,2020
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,7,2020
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,7,2020
Defensive Holding,14,62,4,0,4,10,0,14,0,7,2020
Defensive Offside,7,35,4,0,4,3,0,7,0,7,2020
Defensive Pass Interference,14,197,0,0,6,8,0,14,0,7,2020
Defensive Too Many Men on Field,2,11,0,0,1,1,0,2,0,7,2020
Delay of Game,2,10,0,0,1,1,2,0,0,7,2020
Delay of Kickoff,0,0,0,0,0,0,0,0,0,7,2020
Disqualification,2,30,0,0,2,0,1,1,0,7,2020
Encroachment,4,20,0,0,1,3,0,4,0,7,2020
Face Mask,0,0,0,0,0,0,0,0,0,7,2020
Face Mask (15 Yards),2,30,0,0,1,1,2,0,0,7,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,7,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,7,2020
False Start,24,119,0,0,13,11,24,0,0,7,2020
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,7,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,7,2020
Illegal Blindside Block,1,15,0,0,1,0,0,1,0,7,2020
Illegal Block Above the Waist,1,10,0,0,1,0,1,0,0,7,2020
Illegal Contact,1,5,2,0,0,1,0,1,0,7,2020
Illegal Crackback,0,0,0,0,0,0,0,0,0,7,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,7,2020
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,7,2020
Illegal Formation,3,15,3,0,2,1,3,0,0,7,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,7,2020
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,7,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,7,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,7,2020
Illegal Motion,1,5,0,0,1,0,1,0,0,7,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,7,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,7,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,7,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,7,2020
Illegal Shift,0,0,1,0,0,0,0,0,0,7,2020
Illegal Substitution,0,0,0,0,0,0,0,0,0,7,2020
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,7,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,7,2020
Illegal Use of Hands,2,15,1,1,1,1,0,1,1,7,2020
Illegal Wedge,0,0,0,0,0,0,0,0,0,7,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,7,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,7,2020
Ineligible Downfield Pass,0,0,4,0,0,0,0,0,0,7,2020
Intentional Grounding,4,45,0,0,4,0,4,0,0,7,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,7,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,7,2020
Kick Catch Interference,0,0,0,0,0,0,0,0,0,7,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,7,2020
Leaping,0,0,0,0,0,0,0,0,0,7,2020
Leverage,0,0,0,0,0,0,0,0,0,7,2020
Low Block,0,0,0,0,0,0,0,0,0,7,2020
Lowering the Head to Initiate Contact,4,60,0,0,1,3,0,3,1,7,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,7,2020
Neutral Zone Infraction,7,35,0,0,2,5,0,7,0,7,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,7,2020
Offensive Holding,29,284,5,1,14,15,23,0,6,7,2020
Offensive Offside,2,10,0,0,2,0,2,0,0,7,2020
Offensive Pass Interference,4,40,0,0,2,2,4,0,0,7,2020
Offensive Too Many Men on Field,1,5,0,0,1,0,1,0,0,7,2020
Offside on Free Kick,0,0,0,0,0,0,0,0,0,7,2020
Personal Foul,0,0,0,0,0,0,0,0,0,7,2020
Player Out of Bounds on Kick,2,10,0,0,1,1,0,0,2,7,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,7,2020
Roughing the Kicker,0,0,0,0,0,0,0,0,0,7,2020
Roughing the Passer,7,91,1,0,4,3,0,7,0,7,2020
Running Into the Kicker,0,0,1,0,0,0,0,0,0,7,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,7,2020
Taunting,0,0,0,0,0,0,0,0,0,7,2020
Tripping,1,10,0,0,0,1,1,0,0,7,2020
Unnecessary Roughness,11,145,0,0,4,7,1,9,1,7,2020
Unsportsmanlike Conduct,5,36,0,4,2,3,1,3,1,7,2020
Chop Block,0,0,0,0,0,0,0,0,0,8,2020
Clipping,0,0,0,0,0,0,0,0,0,8,2020
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,8,2020
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,8,2020
Defensive Holding,10,50,6,0,5,5,0,10,0,8,2020
Defensive Offside,7,30,2,0,3,4,0,6,1,8,2020
Defensive Pass Interference,19,282,1,0,11,8,0,19,0,8,2020
Defensive Too Many Men on Field,3,10,0,0,1,2,0,2,1,8,2020
Delay of Game,11,55,1,0,5,6,8,0,3,8,2020
Delay of Kickoff,0,0,0,0,0,0,0,0,0,8,2020
Disqualification,3,45,0,0,2,1,1,2,0,8,2020
Encroachment,3,15,0,0,1,2,0,3,0,8,2020
Face Mask,0,0,0,0,0,0,0,0,0,8,2020
Face Mask (15 Yards),5,70,0,0,5,0,0,4,1,8,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,8,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,8,2020
False Start,29,140,0,0,18,11,27,0,2,8,2020
Horse Collar Tackle,1,15,0,0,1,0,0,1,0,8,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,8,2020
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,8,2020
Illegal Block Above the Waist,3,30,1,0,2,1,2,0,1,8,2020
Illegal Contact,4,19,1,0,3,1,0,4,0,8,2020
Illegal Crackback,1,15,0,0,0,1,1,0,0,8,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,8,2020
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,8,2020
Illegal Formation,4,19,2,0,2,2,3,0,1,8,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,8,2020
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,8,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,8,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,8,2020
Illegal Motion,0,0,0,0,0,0,0,0,0,8,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,8,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,8,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,8,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,8,2020
Illegal Shift,2,10,1,0,2,0,2,0,0,8,2020
Illegal Substitution,0,0,0,0,0,0,0,0,0,8,2020
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,8,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,8,2020
Illegal Use of Hands,2,15,4,1,1,1,1,1,0,8,2020
Illegal Wedge,1,12,0,0,0,1,0,0,1,8,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,8,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,8,2020
Ineligible Downfield Pass,0,0,1,0,0,0,0,0,0,8,2020
Intentional Grounding,0,0,0,0,0,0,0,0,0,8,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,8,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,8,2020
Kick Catch Interference,1,15,0,0,1,0,0,0,1,8,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,8,2020
Leaping,0,0,0,0,0,0,0,0,0,8,2020
Leverage,0,0,0,0,0,0,0,0,0,8,2020
Low Block,0,0,0,0,0,0,0,0,0,8,2020
Lowering the Head to Initiate Contact,1,9,0,0,1,0,0,1,0,8,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,8,2020
Neutral Zone Infraction,11,54,0,0,6,5,0,10,1,8,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,8,2020
Offensive Holding,23,230,6,1,13,10,19,0,4,8,2020
Offensive Offside,0,0,0,0,0,0,0,0,0,8,2020
Offensive Pass Interference,2,20,0,0,1,1,2,0,0,8,2020
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,8,2020
Offside on Free Kick,0,0,0,0,0,0,0,0,0,8,2020
Personal Foul,0,0,0,0,0,0,0,0,0,8,2020
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,8,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,8,2020
Roughing the Kicker,0,0,0,0,0,0,0,0,0,8,2020
Roughing the Passer,5,75,0,0,3,2,0,5,0,8,2020
Running Into the Kicker,0,0,0,0,0,0,0,0,0,8,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,8,2020
Taunting,0,0,0,0,0,0,0,0,0,8,2020
Tripping,1,10,1,0,0,1,0,0,1,8,2020
Unnecessary Roughness,7,102,0,2,1,6,0,6,1,8,2020
Unsportsmanlike Conduct,1,15,0,0,1,0,1,0,0,8,2020
Chop Block,0,0,0,0,0,0,0,0,0,9,2020
Clipping,0,0,0,0,0,0,0,0,0,9,2020
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,9,2020
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,9,2020
Defensive Holding,8,37,4,1,3,5,0,8,0,9,2020
Defensive Offside,7,35,4,0,4,3,0,7,0,9,2020
Defensive Pass Interference,19,295,3,2,7,12,0,19,0,9,2020
Defensive Too Many Men on Field,2,10,0,0,2,0,0,1,1,9,2020
Delay of Game,7,35,2,0,6,1,3,0,4,9,2020
Delay of Kickoff,0,0,0,0,0,0,0,0,0,9,2020
Disqualification,0,0,0,0,0,0,0,0,0,9,2020
Encroachment,1,5,0,0,0,1,0,1,0,9,2020
Face Mask,0,0,0,0,0,0,0,0,0,9,2020
Face Mask (15 Yards),4,52,0,2,3,1,0,3,1,9,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,9,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,9,2020
False Start,16,78,0,0,8,8,13,0,3,9,2020
Horse Collar Tackle,1,2,0,0,0,1,0,1,0,9,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,9,2020
Illegal Blindside Block,1,1,0,0,0,1,0,1,0,9,2020
Illegal Block Above the Waist,4,37,0,0,3,1,2,0,2,9,2020
Illegal Contact,2,10,1,0,1,1,0,2,0,9,2020
Illegal Crackback,0,0,0,0,0,0,0,0,0,9,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,9,2020
Illegal Double-Team Block,1,9,0,0,0,1,0,0,1,9,2020
Illegal Formation,3,15,2,1,1,2,3,0,0,9,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,9,2020
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,9,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,9,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,9,2020
Illegal Motion,0,0,1,0,0,0,0,0,0,9,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,9,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,9,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,9,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,9,2020
Illegal Shift,1,5,1,0,0,1,1,0,0,9,2020
Illegal Substitution,0,0,0,1,0,0,0,0,0,9,2020
Illegal Touch Kick,1,5,0,0,0,1,0,0,1,9,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,9,2020
Illegal Use of Hands,4,35,0,1,2,2,3,1,0,9,2020
Illegal Wedge,0,0,0,0,0,0,0,0,0,9,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,9,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,9,2020
Ineligible Downfield Pass,0,0,1,1,0,0,0,0,0,9,2020
Intentional Grounding,5,47,0,0,2,3,5,0,0,9,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,9,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,9,2020
Kick Catch Interference,0,0,0,0,0,0,0,0,0,9,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,9,2020
Leaping,0,0,0,0,0,0,0,0,0,9,2020
Leverage,0,0,0,0,0,0,0,0,0,9,2020
Low Block,0,0,0,0,0,0,0,0,0,9,2020
Lowering the Head to Initiate Contact,4,60,0,0,3,1,0,4,0,9,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,9,2020
Neutral Zone Infraction,8,40,0,0,6,2,0,8,0,9,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,9,2020
Offensive Holding,22,209,5,1,13,9,16,0,6,9,2020
Offensive Offside,0,0,0,0,0,0,0,0,0,9,2020
Offensive Pass Interference,5,50,0,0,3,2,5,0,0,9,2020
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,9,2020
Offside on Free Kick,1,5,0,0,1,0,0,0,1,9,2020
Personal Foul,0,0,0,0,0,0,0,0,0,9,2020
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,9,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,9,2020
Roughing the Kicker,0,0,0,0,0,0,0,0,0,9,2020
Roughing the Passer,9,135,1,0,5,4,0,9,0,9,2020
Running Into the Kicker,0,0,0,0,0,0,0,0,0,9,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,9,2020
Taunting,0,0,0,0,0,0,0,0,0,9,2020
Tripping,0,0,0,0,0,0,0,0,0,9,2020
Unnecessary Roughness,11,163,0,0,7,4,0,8,3,9,2020
Unsportsmanlike Conduct,0,0,0,0,0,0,0,0,0,9,2020
Chop Block,1,15,0,0,1,0,1,0,0,10,2020
Clipping,0,0,0,0,0,0,0,0,0,10,2020
Defensive 12 On-field,0,0,0,0,0,0,0,0,0,10,2020
Defensive Delay of Game,1,5,0,0,1,0,0,1,0,10,2020
Defensive Holding,7,35,1,1,4,3,1,6,0,10,2020
Defensive Offside,10,50,3,1,4,6,2,6,2,10,2020
Defensive Pass Interference,12,174,2,0,5,7,0,12,0,10,2020
Defensive Too Many Men on Field,0,0,0,1,0,0,0,0,0,10,2020
Delay of Game,14,69,0,0,5,9,10,0,4,10,2020
Delay of Kickoff,0,0,0,0,0,0,0,0,0,10,2020
Disqualification,1,15,0,1,0,1,0,1,0,10,2020
Encroachment,2,10,0,0,1,1,0,2,0,10,2020
Face Mask,0,0,0,0,0,0,0,0,0,10,2020
Face Mask (15 Yards),2,21,0,0,1,1,0,2,0,10,2020
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,10,2020
Fair Catch Interference,0,0,0,0,0,0,0,0,0,10,2020
False Start,24,120,0,0,10,14,20,1,3,10,2020
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,10,2020
Illegal Bat,0,0,0,0,0,0,0,0,0,10,2020
Illegal Blindside Block,1,15,0,0,1,0,0,0,1,10,2020
Illegal Block Above the Waist,5,44,0,1,0,5,1,0,4,10,2020
Illegal Contact,1,5,0,0,0,1,0,1,0,10,2020
Illegal Crackback,0,0,0,0,0,0,0,0,0,10,2020
Illegal Cut,0,0,0,0,0,0,0,0,0,10,2020
Illegal Double-Team Block,1,2,0,0,0,1,0,0,1,10,2020
Illegal Formation,3,15,2,1,2,1,3,0,0,10,2020
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,10,2020
Illegal Forward Pass,1,5,0,0,1,0,1,0,0,10,2020
Illegal Kick,0,0,0,0,0,0,0,0,0,10,2020
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,10,2020
Illegal Motion,0,0,0,0,0,0,0,0,0,10,2020
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,10,2020
Illegal Peelback,0,0,0,0,0,0,0,0,0,10,2020
Illegal Procedure,0,0,0,0,0,0,0,0,0,10,2020
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,10,2020
Illegal Shift,2,10,1,0,1,1,1,1,0,10,2020
Illegal Substitution,0,0,0,0,0,0,0,0,0,10,2020
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,10,2020
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,10,2020
Illegal Use of Hands,5,33,0,1,2,3,2,3,0,10,2020
Illegal Wedge,0,0,0,0,0,0,0,0,0,10,2020
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,10,2020
Ineligible Downfield Kick,0,0,0,0,0,0,0,0,0,10,2020
Ineligible Downfield Pass,0,0,0,0,0,0,0,0,0,10,2020
Intentional Grounding,2,27,0,0,1,1,2,0,0,10,2020
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,10,2020
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,10,2020
Kick Catch Interference,0,0,0,0,0,0,0,0,0,10,2020
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,10,2020
Leaping,0,0,0,0,0,0,0,0,0,10,2020
Leverage,0,0,0,0,0,0,0,0,0,10,2020
Low Block,0,0,0,0,0,0,0,0,0,10,2020
Lowering the Head to Initiate Contact,3,39,0,0,1,2,0,3,0,10,2020
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,10,2020
Neutral Zone Infraction,7,35,0,0,4,3,0,7,0,10,2020
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,10,2020
Offensive Holding,33,316,3,0,16,17,24,2,7,10,2020
Offensive Offside,0,0,1,0,0,0,0,0,0,10,2020
Offensive Pass Interference,0,0,1,1,0,0,0,0,0,10,2020
Offensive Too Many Men on Field,1,5,0,0,0,1,0,0,1,10,2020
Offside on Free Kick,0,0,0,0,0,0,0,0,0,10,2020
Personal Foul,0,0,0,0,0,0,0,0,0,10,2020
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,10,2020
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,10,2020
Roughing the Kicker,0,0,0,0,0,0,0,0,0,10,2020
Roughing the Passer,11,130,0,0,5,6,0,11,0,10,2020
Running Into the Kicker,0,0,0,0,0,0,0,0,0,10,2020
Short Free Kick,0,0,0,0,0,0,0,0,0,10,2020
Taunting,1,12,0,0,1,0,1,0,0,10,2020
Tripping,0,0,0,0,0,0,0,0,0,10,2020
Unnecessary Roughness,11,140,0,0,4,7,2,7,2,10,2020
